rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,twist,linear,x,y,z,angular,x,y,z
1679586246509964533,,9783,,1679586246,508126619,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586246560566324,,9784,,1679586246,558180380,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586246608373692,,9785,,1679586246,607186464,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586246659192123,,9786,,1679586246,657303361,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586246708334334,,9787,,1679586246,707221282,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586246758353023,,9788,,1679586246,756930884,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586246810149979,,9789,,1679586246,807197348,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586246859811005,,9790,,1679586246,857820355,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586246909513247,,9791,,1679586246,907387974,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586246957732806,,9792,,1679586246,956941064,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247009529889,,9793,,1679586247,7270665,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247059566146,,9794,,1679586247,56965867,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247113280760,,9795,,1679586247,108620582,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247159580229,,9796,,1679586247,156895469,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247208427625,,9797,,1679586247,207302541,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247257548045,,9798,,1679586247,256801424,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247308436684,,9799,,1679586247,307481711,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247357882894,,9800,,1679586247,356874482,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247409030508,,9801,,1679586247,407243346,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247458495023,,9802,,1679586247,456890932,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247510556201,,9803,,1679586247,506929205,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247558578257,,9804,,1679586247,556895414,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247609779886,,9805,,1679586247,607523221,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247658514931,,9806,,1679586247,657027544,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247710250031,,9807,,1679586247,707882358,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247758088407,,9808,,1679586247,756915482,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247809107381,,9809,,1679586247,807247418,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247858267608,,9810,,1679586247,856927581,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247915358051,,9811,,1679586247,907752987,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586247958076091,,9812,,1679586247,956953759,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586248008931962,,9813,,1679586248,7910141,'',,,0.0,0.0,0.0,,0.0,0.0,0.0
1679586248057858942,,9814,,1679586248,56945921,'',,,0.300000011921,0.0,0.0,,0.0,0.0,0.236427724361
1679586248110957493,,9815,,1679586248,107798847,'',,,0.600000023842,0.0,0.0,,0.0,0.0,0.472855448723
1679586248157701281,,9816,,1679586248,156910787,'',,,0.900000095367,0.0,0.0,,0.0,0.0,0.709283232689
1679586248210286970,,9817,,1679586248,207448227,'',,,1.20000004768,0.0,0.0,,0.0,0.0,0.945710897446
1679586248258117282,,9818,,1679586248,257288964,'',,,1.5,0.0,0.0,,0.0,0.0,1.1821385622
1679586248308080515,,9819,,1679586248,306949063,'',,,1.79999995232,0.0,0.0,,0.0,0.0,1.41856622696
1679586248359754751,,9820,,1679586248,357718213,'',,,2.09999990463,0.0,0.0,,0.0,0.0,1.65499389172
1679586248411347803,,9821,,1679586248,407177032,'',,,2.39999985695,0.0,0.0,,0.0,0.0,1.89142155647
1679586248457896647,,9822,,1679586248,456852042,'',,,2.69999980927,0.0,0.0,,0.0,0.0,0.0
1679586248508366023,,9823,,1679586248,506963371,'',,,2.99999976158,0.0,0.0,,0.0,0.0,-0.0476856045425
1679586248558407399,,9824,,1679586248,557067980,'',,,3.2999997139,0.0,0.0,,0.0,0.0,-0.657163381577
1679586248608813255,,9825,,1679586248,606929869,'',,,3.5,0.0,0.0,,0.0,0.0,-2.17239046097
1679586248658033419,,9826,,1679586248,657015630,'',,,3.5,0.0,0.0,,0.0,0.0,-2.40517616272
1679586248710050566,,9827,,1679586248,706963311,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586248758116653,,9828,,1679586248,756951249,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586248808458669,,9829,,1679586248,806918962,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586248862106018,,9830,,1679586248,857589809,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586248910928967,,9831,,1679586248,906972436,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586248960995400,,9832,,1679586248,957033845,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249009700237,,9833,,1679586249,6792919,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249058240307,,9834,,1679586249,56811096,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249108335828,,9835,,1679586249,106918905,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249157786903,,9836,,1679586249,156854714,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249208559510,,9837,,1679586249,206961435,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249260509648,,9838,,1679586249,258342487,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249308244345,,9839,,1679586249,306871645,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249362566028,,9840,,1679586249,357234973,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249408575802,,9841,,1679586249,406925215,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249460226230,,9842,,1679586249,457424319,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249508435837,,9843,,1679586249,506910945,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249559252443,,9844,,1679586249,556913443,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249609607547,,9845,,1679586249,607345890,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249658367808,,9846,,1679586249,657115492,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249708277506,,9847,,1679586249,706916454,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249759539455,,9848,,1679586249,757045223,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249808383107,,9849,,1679586249,806925640,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249858979523,,9850,,1679586249,857357896,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249908616293,,9851,,1679586249,906906986,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586249961836060,,9852,,1679586249,956967627,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250007929545,,9853,,1679586250,6907277,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250058413833,,9854,,1679586250,57125165,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250108650249,,9855,,1679586250,106969295,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250158011916,,9856,,1679586250,156816272,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250208330477,,9857,,1679586250,206922193,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250261279844,,9858,,1679586250,258185966,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250312315522,,9859,,1679586250,307689457,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250362384227,,9860,,1679586250,357329043,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250410559850,,9861,,1679586250,408430993,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250457722644,,9862,,1679586250,456940887,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250513348195,,9863,,1679586250,507487382,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250560895308,,9864,,1679586250,558580916,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250609067859,,9865,,1679586250,606981370,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250658776213,,9866,,1679586250,657072219,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250709462292,,9867,,1679586250,706919484,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250758282425,,9868,,1679586250,756980637,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250810175188,,9869,,1679586250,806918622,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250857774077,,9870,,1679586250,856973119,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250908705883,,9871,,1679586250,907212288,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586250958869116,,9872,,1679586250,957481088,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586251010618423,,9873,,1679586251,8555102,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586251060010490,,9874,,1679586251,56958084,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586251108549088,,9875,,1679586251,106895973,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586251159206175,,9876,,1679586251,156764519,'',,,3.2000002861,0.0,0.0,,0.0,0.0,-2.52189588547
1679586251211874904,,9877,,1679586251,206883431,'',,,2.90000009537,0.0,0.0,,0.0,0.0,-2.28546786308
1679586251260006623,,9878,,1679586251,257294151,'',,,2.60000014305,0.0,0.0,,0.0,0.0,-2.04904031754
1679586251310687326,,9879,,1679586251,307584455,'',,,2.30000019073,0.0,0.0,,0.0,0.0,-1.81261265278
1679586251360927934,,9880,,1679586251,357015274,'',,,2.00000023842,0.0,0.0,,0.0,0.0,-1.57618498802
1679586251408961381,,9881,,1679586251,406907020,'',,,1.70000016689,0.0,0.0,,0.0,0.0,-1.33975720406
1679586251458520040,,9882,,1679586251,456956013,'',,,1.40000033379,0.0,0.0,,0.0,0.0,-1.1033295393
1679586251508230026,,9883,,1679586251,506883726,'',,,1.10000038147,0.0,0.0,,0.0,0.0,-0.866901934147
1679586251560515492,,9884,,1679586251,556961007,'',,,1.0,0.0,0.0,,0.0,0.0,-0.788092374802
1679586251608040941,,9885,,1679586251,606883312,'',,,1.0,0.0,0.0,,0.0,0.0,-0.788092374802
1679586251658400045,,9886,,1679586251,656952081,'',,,1.0,0.0,0.0,,0.0,0.0,-0.788092374802
1679586251712597312,,9887,,1679586251,707632592,'',,,1.29999995232,0.0,0.0,,0.0,0.0,-1.02452003956
1679586251758158768,,9888,,1679586251,757047155,'',,,1.59999990463,0.0,0.0,,0.0,0.0,-1.26094770432
1679586251808565264,,9889,,1679586251,806920853,'',,,1.89999985695,0.0,0.0,,0.0,0.0,-1.49737536907
1679586251858726352,,9890,,1679586251,857026454,'',,,2.19999980927,0.0,0.0,,0.0,0.0,-1.73380303383
1679586251910510572,,9891,,1679586251,909081072,'',,,2.49999976158,0.0,0.0,,0.0,0.0,-1.97023069859
1679586251958362036,,9892,,1679586251,956996216,'',,,2.7999997139,0.0,0.0,,0.0,0.0,-2.20665836334
1679586252008621812,,9893,,1679586252,6866681,'',,,3.09999966621,0.0,0.0,,0.0,0.0,-2.44308614731
1679586252060351343,,9894,,1679586252,57110586,'',,,3.39999961853,0.0,0.0,,0.0,0.0,-2.67951369286
1679586252108053560,,9895,,1679586252,106962171,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252158162713,,9896,,1679586252,156904381,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252207988186,,9897,,1679586252,206781598,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252258424346,,9898,,1679586252,257112030,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252308640922,,9899,,1679586252,306919104,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252358396700,,9900,,1679586252,356977857,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252408056447,,9901,,1679586252,406874082,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252459332572,,9902,,1679586252,456956771,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252508675103,,9903,,1679586252,506963556,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252558565184,,9904,,1679586252,556953061,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252608273506,,9905,,1679586252,606912135,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252657925285,,9906,,1679586252,656851496,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252711140603,,9907,,1679586252,709653056,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252758964867,,9908,,1679586252,756885162,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252808157095,,9909,,1679586252,806843787,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252857774601,,9910,,1679586252,856948620,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252908065962,,9911,,1679586252,906940813,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586252961399392,,9912,,1679586252,959380455,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586253008510955,,9913,,1679586253,6967503,'',,,3.5,0.0,0.0,,0.0,0.0,-2.7583231926
1679586253058782667,,9914,,1679586253,56906705,'',,,3.5,0.0,0.0,,0.0,0.0,0.0
1679586253108474157,,9915,,1679586253,107133073,'',,,3.5,0.0,0.0,,0.0,0.0,1.54168212414
1679586253157962736,,9916,,1679586253,156984723,'',,,3.5,0.0,0.0,,0.0,0.0,1.85554254055
1679586253208259184,,9917,,1679586253,206816692,'',,,3.5,0.0,0.0,,0.0,0.0,1.85554254055
1679586253258254001,,9918,,1679586253,256976213,'',,,3.5,0.0,0.0,,0.0,0.0,1.85554254055
1679586253308328402,,9919,,1679586253,306731735,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586253358189747,,9920,,1679586253,356935351,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586253409696016,,9921,,1679586253,407479479,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586253459623089,,9922,,1679586253,457248473,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586253510368016,,9923,,1679586253,506936859,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586253558362999,,9924,,1679586253,557115067,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586253610497074,,9925,,1679586253,607381243,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586253658960248,,9926,,1679586253,657965787,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586253712828780,,9927,,1679586253,708367963,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586253758414364,,9928,,1679586253,757037408,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586253808788027,,9929,,1679586253,807309664,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586253858490046,,9930,,1679586253,857037154,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586253913217840,,9931,,1679586253,908672990,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586253958163841,,9932,,1679586253,956947493,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586254010095036,,9933,,1679586254,7397892,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586254059360703,,9934,,1679586254,57810852,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586254108322916,,9935,,1679586254,106968968,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586254158167365,,9936,,1679586254,156952585,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586254208268998,,9937,,1679586254,206885066,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586254259411524,,9938,,1679586254,257230506,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586254310556513,,9939,,1679586254,307709578,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586254359437510,,9940,,1679586254,356970126,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586254410734979,,9941,,1679586254,407125998,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586254461636257,,9942,,1679586254,458061324,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586254509362889,,9943,,1679586254,507531663,'',,,3.2000002861,0.0,0.0,,0.0,0.0,2.44082331657
1679586254557685680,,9944,,1679586254,556946098,'',,,2.90000009537,0.0,0.0,,0.0,0.0,2.21199584007
1679586254608807949,,9945,,1679586254,607648241,'',,,2.60000014305,0.0,0.0,,0.0,0.0,0.0
1679586254660251562,,9946,,1679586254,658641007,'',,,2.30000019073,0.0,0.0,,0.0,0.0,0.0
1679586254709979212,,9947,,1679586254,708031186,'',,,2.00000023842,0.0,0.0,,0.0,0.0,0.0
1679586254761384136,,9948,,1679586254,759940333,'',,,1.70000016689,0.0,0.0,,0.0,0.0,0.0
1679586254810432845,,9949,,1679586254,807757749,'',,,1.40000033379,0.0,0.0,,0.0,0.0,0.0
1679586254860044111,,9950,,1679586254,856898745,'',,,1.10000038147,0.0,0.0,,0.0,0.0,0.0
1679586254910789486,,9951,,1679586254,908405813,'',,,0.800000309944,0.0,0.0,,0.0,0.0,0.0
1679586254959945073,,9952,,1679586254,958000312,'',,,0.500000357628,0.0,0.0,,0.0,0.0,0.0
1679586255008700407,,9953,,1679586255,6898780,'',,,0.200000360608,0.0,0.0,,0.0,0.0,0.0
1679586255059961588,,9954,,1679586255,57699771,'',,,-0.0999996513128,0.0,0.0,,0.0,0.0,-0.0
1679586255110219956,,9955,,1679586255,108241498,'',,,-0.399999707937,0.0,0.0,,0.0,0.0,-0.0
1679586255157969820,,9956,,1679586255,156884320,'',,,-0.699999690056,0.0,0.0,,0.0,0.0,-0.0
1679586255208073469,,9957,,1679586255,207195488,'',,,-0.999999701977,0.0,0.0,,0.0,0.0,-0.0
1679586255258503357,,9958,,1679586255,256830530,'',,,-1.2999997139,0.0,0.0,,0.0,0.0,-0.0
1679586255309685850,,9959,,1679586255,308135199,'',,,-1.59999978542,0.0,0.0,,0.0,0.0,-0.0
1679586255358218880,,9960,,1679586255,357149667,'',,,-1.89999973774,0.0,0.0,,0.0,0.0,-0.0
1679586255408209217,,9961,,1679586255,407236452,'',,,-2.19999957085,0.0,0.0,,0.0,0.0,-0.0
1679586255458479233,,9962,,1679586255,456928774,'',,,-2.49999952316,0.0,0.0,,0.0,0.0,-0.0
1679586255512940564,,9963,,1679586255,506625448,'',,,-2.79999947548,0.0,0.0,,0.0,0.0,-0.0
1679586255558589251,,9964,,1679586255,556842217,'',,,-3.09999966621,0.0,0.0,,0.0,0.0,-0.0
1679586255607702055,,9965,,1679586255,606653354,'',,,-3.39999938011,0.0,0.0,,0.0,0.0,-0.0
1679586255659554274,,9966,,1679586255,657908488,'',,,-3.5,0.0,0.0,,0.0,0.0,-0.0
1679586255708983269,,9967,,1679586255,706929164,'',,,-3.5,0.0,0.0,,0.0,0.0,-0.0
1679586255757872234,,9968,,1679586255,756984525,'',,,-3.5,0.0,0.0,,0.0,0.0,-0.0
1679586255811508895,,9969,,1679586255,808544841,'',,,-3.5,0.0,0.0,,0.0,0.0,-0.0
1679586255857728973,,9970,,1679586255,856901711,'',,,-3.5,0.0,0.0,,0.0,0.0,-0.0
1679586255911813249,,9971,,1679586255,907839661,'',,,-3.5,0.0,0.0,,0.0,0.0,-0.0
1679586255958717804,,9972,,1679586255,956888434,'',,,-3.2000002861,0.0,0.0,,0.0,0.0,-0.0
1679586256009311243,,9973,,1679586256,7794576,'',,,-2.90000009537,0.0,0.0,,0.0,0.0,-0.0
1679586256060423977,,9974,,1679586256,57721681,'',,,-2.60000014305,0.0,0.0,,0.0,0.0,-0.0
1679586256108138257,,9975,,1679586256,106839061,'',,,-2.30000019073,0.0,0.0,,0.0,0.0,-0.0
1679586256158405169,,9976,,1679586256,157066261,'',,,-2.00000023842,0.0,0.0,,0.0,0.0,-0.0
1679586256210263404,,9977,,1679586256,208009844,'',,,-1.70000016689,0.0,0.0,,0.0,0.0,-0.0
1679586256261878216,,9978,,1679586256,257426262,'',,,-1.40000033379,0.0,0.0,,0.0,0.0,-0.0
1679586256308378101,,9979,,1679586256,307582711,'',,,-1.10000038147,0.0,0.0,,0.0,0.0,-0.0
1679586256357878167,,9980,,1679586256,357061370,'',,,-0.800000309944,0.0,0.0,,0.0,0.0,-0.0
1679586256408141048,,9981,,1679586256,406902300,'',,,-0.500000357628,0.0,0.0,,0.0,0.0,-0.0
1679586256458031929,,9982,,1679586256,456971772,'',,,-0.200000360608,0.0,0.0,,0.0,0.0,-0.0
1679586256508623032,,9983,,1679586256,507106237,'',,,0.0999996513128,0.0,0.0,,0.0,0.0,0.0788089632988
1679586256559414103,,9984,,1679586256,557659612,'',,,0.399999648333,0.0,0.0,,0.0,0.0,0.31523668766
1679586256608173596,,9985,,1679586256,607242783,'',,,0.699999690056,0.0,0.0,,0.0,0.0,0.551664412022
1679586256658348572,,9986,,1679586256,657144096,'',,,0.999999701977,0.0,0.0,,0.0,0.0,0.788092136383
1679586256710009432,,9987,,1679586256,708406813,'',,,1.2999997139,0.0,0.0,,0.0,0.0,1.02451992035
1679586256760555160,,9988,,1679586256,758201215,'',,,1.59999978542,0.0,0.0,,0.0,0.0,1.26094758511
1679586256808440064,,9989,,1679586256,807185796,'',,,1.89999973774,0.0,0.0,,0.0,0.0,1.49737524986
1679586256859702205,,9990,,1679586256,858283169,'',,,2.19999957085,0.0,0.0,,0.0,0.0,1.73380291462
1679586256908069539,,9991,,1679586256,906878919,'',,,2.49999952316,0.0,0.0,,0.0,0.0,1.97023057938
1679586256958176164,,9992,,1679586256,956871272,'',,,2.79999947548,0.0,0.0,,0.0,0.0,2.20665812492
1679586257007638791,,9993,,1679586257,6680522,'',,,3.09999966621,0.0,0.0,,0.0,0.0,2.44308614731
1679586257057563432,,9994,,1679586257,56665963,'',,,3.39999938011,0.0,0.0,,0.0,0.0,2.67951369286
1679586257109573443,,9995,,1679586257,107212202,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586257159807427,,9996,,1679586257,156974668,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586257208000298,,9997,,1679586257,207087725,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586257258049163,,9998,,1679586257,257039054,'',,,3.5,0.0,0.0,,0.0,0.0,1.14585185051
1679586257308130700,,9999,,1679586257,306932464,'',,,3.5,0.0,0.0,,0.0,0.0,0.977172195911
1679586257357711854,,10000,,1679586257,356821649,'',,,3.5,0.0,0.0,,0.0,0.0,0.0
1679586257408936651,,10001,,1679586257,407338928,'',,,3.5,0.0,0.0,,0.0,0.0,0.0
1679586257458635565,,10002,,1679586257,457025907,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586257509305484,,10003,,1679586257,508106000,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586257560300650,,10004,,1679586257,557173236,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586257610817802,,10005,,1679586257,608243122,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586257659327120,,10006,,1679586257,657246934,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586257710414573,,10007,,1679586257,707228343,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
1679586257761545259,,10008,,1679586257,758443125,'',,,3.5,0.0,0.0,,0.0,0.0,2.7583231926
