rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,axes,buttons
1679586246240554349,,14659,,1679586246,238821522,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246273470084,,14660,,1679586246,272133609,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246307666040,,14661,,1679586246,305687166,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246342063978,,14662,,1679586246,338937972,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246373711654,,14663,,1679586246,372181867,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246407344731,,14664,,1679586246,405466113,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246440868016,,14665,,1679586246,438839863,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246473870407,,14666,,1679586246,472144237,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246510629363,,14667,,1679586246,505767778,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246540408436,,14668,,1679586246,538904441,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246575584772,,14669,,1679586246,573149132,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246607150560,,14670,,1679586246,605488357,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246640664757,,14671,,1679586246,639221978,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246673369102,,14672,,1679586246,672131569,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246706945603,,14673,,1679586246,705591431,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246741029015,,14674,,1679586246,738948765,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246773890542,,14675,,1679586246,772153140,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246808063810,,14676,,1679586246,805488266,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246843840048,,14677,,1679586246,839205279,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246874558318,,14678,,1679586246,872164630,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246908744642,,14679,,1679586246,906017162,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246940578044,,14680,,1679586246,938822946,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586246973760787,,14681,,1679586246,972151800,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247007710631,,14682,,1679586247,5533902,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247040737086,,14683,,1679586247,38852740,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247073672022,,14684,,1679586247,72265402,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247109231877,,14685,,1679586247,105613744,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247141203391,,14686,,1679586247,138837094,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247173823127,,14687,,1679586247,172161213,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247207947435,,14688,,1679586247,205682418,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247240806018,,14689,,1679586247,238873001,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247273755546,,14690,,1679586247,272154271,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247307431599,,14691,,1679586247,305482965,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247340587141,,14692,,1679586247,338926699,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247374445498,,14693,,1679586247,372581056,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247408598349,,14694,,1679586247,405492151,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247440885671,,14695,,1679586247,438916493,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247474244221,,14696,,1679586247,472153987,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247508815791,,14697,,1679586247,505521433,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247540980361,,14698,,1679586247,538924271,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247574426846,,14699,,1679586247,572315685,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247607590805,,14700,,1679586247,605528699,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247640368813,,14701,,1679586247,638833586,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247673532707,,14702,,1679586247,672142376,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247709918672,,14703,,1679586247,705761725,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247741139853,,14704,,1679586247,738760148,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247774235075,,14705,,1679586247,772162090,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247807374394,,14706,,1679586247,805478560,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247840966735,,14707,,1679586247,838850870,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247873972998,,14708,,1679586247,872157036,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247909986260,,14709,,1679586247,905570754,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247940807122,,14710,,1679586247,938941208,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586247973938793,,14711,,1679586247,972120143,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1679586248053255853,,14712,,1679586248,51550482,"""joystick""","[-1.0, -0.6907559633255005, 1.0, 0.15463729202747345, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248074959048,,14713,,1679586248,73926987,"""joystick""","[-1.0, -0.6082949042320251, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248090041784,,14714,,1679586248,88690812,"""joystick""","[-1.0, -0.5670338869094849, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248123206958,,14715,,1679586248,122037106,"""joystick""","[-1.0, -0.5258033871650696, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248157907584,,14716,,1679586248,156380997,"""joystick""","[-1.0, -0.46394237875938416, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
1679586248193251248,,14717,,1679586248,191642741,"""joystick""","[-1.0, -0.40208137035369873, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
1679586248228312224,,14718,,1679586248,226430246,"""joystick""","[-1.0, -0.3505356013774872, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
1679586248257058885,,14719,,1679586248,255482346,"""joystick""","[-1.0, -0.32993561029434204, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
1679586248289746237,,14720,,1679586248,288609249,"""joystick""","[-1.0, -0.32993561029434204, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
1679586248324368015,,14721,,1679586248,322173462,"""joystick""","[-1.0, -0.42271187901496887, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
1679586248364682383,,14722,,1679586248,363963793,"""joystick""","[-1.0, -0.5979796648025513, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248410179615,,14723,,1679586248,407642887,"""joystick""","[-0.5051729083061218, -1.0, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248444212370,,14724,,1679586248,442592504,"""joystick""","[-0.09280678629875183, -1.0, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248456176396,,14725,,1679586248,455337135,"""joystick""","[0.0, -1.0, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248491474716,,14726,,1679586248,490431839,"""joystick""","[0.02059999480843544, -1.0, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248523858421,,14727,,1679586248,522896600,"""joystick""","[0.25772881507873535, -1.0, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248573494584,,14728,,1679586248,571616926,"""joystick""","[0.670094907283783, -0.9484847784042358, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248595329650,,14729,,1679586248,593886423,"""joystick""","[0.7938169240951538, -0.886654257774353, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248625050292,,14730,,1679586248,623914583,"""joystick""","[0.8763085007667542, -0.8041627407073975, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248659869829,,14731,,1679586248,658908840,"""joystick""","[0.9690847396850586, -0.7010712027549744, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248690747651,,14732,,1679586248,688990729,"""joystick""","[1.0, -0.6082949042320251, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248723587803,,14733,,1679586248,722033312,"""joystick""","[1.0, -0.5258033871650696, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248756402354,,14734,,1679586248,755517045,"""joystick""","[1.0, -0.43302711844444275, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248790973860,,14735,,1679586248,789106986,"""joystick""","[1.0, -0.36085087060928345, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248824689465,,14736,,1679586248,822820191,"""joystick""","[1.0, -0.28867459297180176, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248861054758,,14737,,1679586248,859284075,"""joystick""","[1.0, -0.2371288239955902, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248893539711,,14738,,1679586248,891496933,"""joystick""","[1.0, -0.21652881801128387, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248936611510,,14739,,1679586248,934355805,"""joystick""","[1.0, -0.19589830935001373, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248958436400,,14740,,1679586248,956538102,"""joystick""","[1.0, -0.19589830935001373, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1679586248993202274,,14741,,1679586248,991477383,"""joystick""","[1.0, -0.19589830935001373, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
