rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1679586244983873830,,0,,1679586244,982756778,"""vectornav""",,0.009013322182,0.00257602869533,0.679633557796,-0.733491897583,"[3.332097375158007e-07, 0.0, 0.0, 0.0, 3.2169127590204243e-07, 0.0, 0.0, 0.0, 1.6168851897820785e-06]",,0.00494110491127,0.00130765140057,-0.000195095315576,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.154570132494,0.124071918428,-9.58453273773,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1679586245009569205,,1,,1679586245,8307161,"""vectornav""",,0.00901130307466,0.00257065333426,0.679641485214,-0.733484625816,"[3.3393035687246653e-07, 0.0, 0.0, 0.0, 3.223663336730032e-07, 0.0, 0.0, 0.0, 1.6169159452320644e-06]",,0.00676069688052,0.00172122567892,5.67920506001e-06,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.147310659289,0.129725843668,-9.53762054443,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1679586245034742309,,2,,1679586245,32933674,"""vectornav""",,0.00901355501264,0.00257244356908,0.679644584656,-0.733481645584,"[3.346423515161646e-07, 0.0, 0.0, 0.0, 3.230308649311177e-07, 0.0, 0.0, 0.0, 1.616891473129806e-06]",,0.00572918262333,0.000613374635577,0.000444922596216,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.117792539299,0.140448749065,-9.5537853241,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1679586245059311222,,3,,1679586245,57801147,"""vectornav""",,0.00901201181114,0.00257113738917,0.679646968842,-0.733479499817,"[3.351735702323253e-07, 0.0, 0.0, 0.0, 3.2352616210602035e-07, 0.0, 0.0, 0.0, 1.6168560881202462e-06]",,0.00519097736105,0.0010000448674,-0.000518631190062,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.125882163644,0.149513706565,-9.60691070557,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1679586245084651622,,4,,1679586245,82968939,"""vectornav""",,0.00900748558342,0.00256736390293,0.679656803608,-0.733470439911,"[3.356855458495862e-07, 0.0, 0.0, 0.0, 3.240014092462238e-07, 0.0, 0.0, 0.0, 1.6167777133561872e-06]",,0.0052094371058,0.00214494671673,0.000358760356903,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.151763737202,0.142907261848,-9.51957798004,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1679586245112430222,,5,,1679586245,108198363,"""vectornav""",,0.0090100504458,0.0025726496242,0.679658710957,-0.733468651772,"[3.363178825336957e-07, 0.0, 0.0, 0.0, 3.2458567925682396e-07, 0.0, 0.0, 0.0, 1.61662791371287e-06]",,0.00546994945034,0.000804505310953,-0.000831389799714,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.146753549576,0.130561411381,-9.59340667725,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1679586245134535943,,6,,1679586245,132664397,"""vectornav""",,0.00900952424854,0.00256824260578,0.679649472237,-0.73347723484,"[3.368069584629888e-07, 0.0, 0.0, 0.0, 3.250407224945388e-07, 0.0, 0.0, 0.0, 1.6165968303296344e-06]",,0.00641650520265,0.00316569814458,-0.000165294855833,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.153243124485,0.137112602592,-9.53549003601,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1679586245163226764,,7,,1679586245,159758359,"""vectornav""",,0.0090086068958,0.0025719255209,0.679656267166,-0.733470976353,"[3.371182569320873e-07, 0.0, 0.0, 0.0, 3.253329629871696e-07, 0.0, 0.0, 0.0, 1.6166411407750958e-06]",,0.00637209322304,0.00131305959076,1.31297856569e-05,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.149451866746,0.0945628210902,-9.5646982193,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1679586245183983722,,8,,1679586245,182442959,"""vectornav""",,0.00900718104094,0.00258246273734,0.679654836655,-0.733472287655,"[3.3725862981288317e-07, 0.0, 0.0, 0.0, 3.254713799593535e-07, 0.0, 0.0, 0.0, 1.6168243411514849e-06]",,0.00527388509363,0.00147827621549,-0.000274568796158,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.162315696478,0.11844380945,-9.61393070221,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1679586245209714041,,9,,1679586245,208364029,"""vectornav""",,0.00899960007519,0.0025809397921,0.679648637772,-0.73347812891,"[3.372229108647118e-07, 0.0, 0.0, 0.0, 3.2543888715779913e-07, 0.0, 0.0, 0.0, 1.6168375690172584e-06]",,0.00675713457167,0.00128305796534,-0.000160655006766,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.151384308934,0.125162705779,-9.54974365234,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1679586245234336458,,10,,1679586245,232479088,"""vectornav""",,0.00900992657989,0.00258588162251,0.679660439491,-0.733467042446,"[3.370069761265915e-07, 0.0, 0.0, 0.0, 3.2523580681697995e-07, 0.0, 0.0, 0.0, 1.6167710995389628e-06]",,0.00497801788151,0.000941277481616,-0.000878931954503,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.152579545975,0.138683617115,-9.61851882935,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
